 yong89 1559174462 可乐 198 89.100000 114.06759548539334 22.51164789107852 4
 lfan 1559174479 矿泉水 270 0.000000 114.00140027283051 22.53157511552687 1
 gdong 1559174526 蛋炒饭 156 293.280000 114.06436781604874 22.51097158118521 5
 gulei 1559174685 煎饼果子 523 852.490000 114.05093934216801 22.55814059342780 2
 gulei 1559174720 鸡蛋灌饼 427 947.940000 114.05985773714623 22.51279232699412 4
 gdong 1559175322 无糖可乐 251 0.000000 114.04801020846337 22.55645904888262 2
 lfan 1559175325 雪碧 293 131.850000 114.00485163074799 22.52906317159096 2
 juncao 1559175353 油条 366 1420.080000 114.00169781201444 22.53148757930222 5
 yong89 1559175370 鸡蛋灌饼 333 739.260000 113.95384942184474 22.57780349582031 4
 chaozheng 1559175425 油条 140 543.200000 114.00218250850006 22.53159470980443 4
 shenwei 1559175627 肉夹馍 422 962.160000 114.04956915626508 22.55734297508914 1
 taodai 1559175708 生煎包 408 1011.840000 114.05016250757629 22.55915148392617 2
 shenwei 1559175743 肉夹馍 411 937.080000 113.94658656151339 22.57851356280472 1
 shenwei 1559175826 肉夹馍 346 788.880000 114.06866931811156 22.51231763048774 4
 gulei 1559176146 油条 204 791.520000 114.05405518948281 22.55825484807763 5
 shenwei 1559176311 鸡蛋灌饼 26 57.720000 114.04755765305046 22.55442406784417 5
 yong89 1559176384 肉夹馍 346 788.880000 114.04675634356956 22.56030038949882 4
 gdong 1559176408 煎饼果子 319 519.970000 113.99864870412486 22.53246500761122 1
 chaozheng 1559176580 煎饼果子 450 733.500000 114.06698206415489 22.51071326259240 1
 gulei 1559177118 豆浆 322 99.820000 114.06312717185378 22.51163057637947 1
 yong89 1559178411 矿泉水 104 0.000000 114.00248561797289 22.53186226851325 4
 juncao 1559179419 矿泉水 411 0.000000 113.94606473942159 22.57742732079215 4
 lfan 1559180191 无糖可乐 437 0.000000 114.06160118392999 22.51054521145648 5
 gulei 1559181682 雪碧 197 88.650000 114.00339575342221 22.53319110510578 5
 taodai 1559182684 奶茶 243 80.190000 114.05007927162858 22.55826809404301 4
 gdong 1559184488 矿泉水 224 0.000000 114.00243879476960 22.53205179762548 4
 yong89 1559184730 矿泉水 318 0.000000 114.04978866668155 22.55912306930800 4
 chaozheng 1559186095 无糖可乐 231 0.000000 114.05248210013978 22.55741428843983 2
 gulei 1559187026 拍黄瓜 458 91.600000 114.00305541494714 22.53201784624022 3
 yong89 1559187082 大盘鸡 152 185.440000 114.05037038820663 22.55548141617453 5
 shenwei 1559187083 醋溜白菜 353 180.030000 114.00243033191808 22.53190287439046 5
 gulei 1559187128 锅包肉 183 369.660000 114.00230753848561 22.53177387693696 1
 chaozheng 1559187193 红烧猪蹄 338 817.960000 114.05048125643526 22.55736250501439 5
 shenwei 1559187225 红烧猪蹄 404 977.680000 114.00422325463582 22.53255048196140 3
 shenwei 1559187617 拍黄瓜 323 64.600000 114.00093434718023 22.53360668330513 1
 shenwei 1559187639 面条 532 585.200000 113.94578346830433 22.57825294774091 2
 gulei 1559187640 面条 283 311.300000 114.04963234795665 22.55755766307502 1
 taodai 1559187652 梅菜扣肉 436 2057.920000 114.05032793549188 22.55692527196501 2
 shenwei 1559187715 梅菜扣肉 285 1345.200000 114.04952812022768 22.55875650799974 4
 yong89 1559187867 拍黄瓜 306 61.200000 114.06073584980719 22.51133897991187 3
 juncao 1559188028 梅菜扣肉 353 1666.160000 114.00099840598357 22.53428795455999 3
 yong89 1559188281 红烧猪蹄 335 810.700000 114.05164797058548 22.55880551265367 2
 taodai 1559188514 无糖可乐 179 0.000000 113.99855524563910 22.53454789187401 4
 taodai 1559188607 红烧猪蹄 464 1122.880000 114.00198642278748 22.53202373952483 4
 juncao 1559188638 无糖可乐 252 0.000000 114.05263086924631 22.55867206470104 3
 taodai 1559188728 醋溜白菜 318 162.180000 113.99720991667009 22.52855038154230 3
 taodai 1559188768 锅包肉 154 311.080000 114.00249859528340 22.53162618235606 3
 gdong 1559189003 红烧猪蹄 278 672.760000 114.04714620880350 22.55286370268128 3
 taodai 1559189046 醋溜白菜 235 119.850000 113.99964345074238 22.53193518465142 3
 lfan 1559189095 红烧猪蹄 365 883.300000 114.00026079687174 22.52993437177298 5
 yong89 1559189187 面条 257 282.700000 114.00027392310794 22.53228874653110 1
 chaozheng 1559189845 饺子 452 985.360000 113.94888168745159 22.57810109037019 3
 juncao 1559189846 锅包肉 361 729.220000 114.00386286876387 22.53470916433651 3
 juncao 1559189902 鱼香肉丝 456 725.040000 114.06254351192329 22.51110174969878 2
 lfan 1559190225 米饭 351 407.160000 114.00436981710475 22.53116594077004 2
 juncao 1559190244 饼 336 870.240000 114.05066244432052 22.55825258680827 1
 gdong 1559190457 馒头 222 495.060000 114.05056579740381 22.55711916070088 5
 yong89 1559190476 鱼香肉丝 192 305.280000 114.00455963006470 22.53218129874250 2
 yong89 1559190488 豆浆 243 75.330000 114.00272594550985 22.53249131179496 4
 yong89 1559190569 拍黄瓜 413 82.600000 114.05241004915754 22.56005175364011 3
 taodai 1559190576 饺子 382 832.760000 114.05312730207083 22.56199059160605 5
 juncao 1559190595 红烧猪蹄 297 718.740000 114.06175491522360 22.51242218005130 3
 shenwei 1559190774 馒头 205 457.150000 114.06335866581460 22.51096379733370 4
 lfan 1559193519 无糖可乐 147 0.000000 114.04807669597197 22.55533308477048 4
 taodai 1559196651 矿泉水 350 0.000000 114.04930932625403 22.55634500039049 2
 gdong 1559196684 无糖可乐 313 0.000000 114.05001647019230 22.55835289952650 1
 gdong 1559197809 奶茶 384 126.720000 114.00162086320169 22.53086446219740 2
 lfan 1559202596 豆浆 445 137.950000 114.04639480943854 22.56213768792738 3
 chaozheng 1559203802 豆浆 360 111.600000 114.00472823286428 22.53100321936655 5
 chaozheng 1559205366 无糖可乐 368 0.000000 114.00268778740390 22.53157427308460 2
 juncao 1559205816 雪碧 151 67.950000 114.06545293530543 22.51867410417574 1
 yong89 1559205891 无糖可乐 375 0.000000 114.00456725755014 22.53472908366964 1
 gdong 1559206176 无糖可乐 309 0.000000 114.00017984158835 22.53312594394184 1
 shenwei 1559207624 王老吉 212 72.080000 114.06254974970361 22.51223143015149 2
 shenwei 1559208293 可乐 386 173.700000 114.05229968984483 22.55807835138559 1
 chaozheng 1559208768 拍黄瓜 127 25.400000 114.06166613366946 22.51403966436147 2
 chaozheng 1559208859 梅菜扣肉 440 2076.800000 114.05017946577689 22.55751313093950 4
 shenwei 1559208966 米饭 117 135.720000 114.05247415770415 22.56039025787791 3
 gdong 1559209045 红烧猪蹄 321 776.820000 114.05110320011708 22.55574311794095 5
 juncao 1559209296 梅菜扣肉 207 977.040000 113.94722938670203 22.57819968413899 3
 gulei 1559209880 无糖可乐 293 0.000000 114.00281938785315 22.52955627739257 5
 juncao 1559210054 拍黄瓜 186 37.200000 114.05029289974783 22.55840887788853 3
 juncao 1559210221 米饭 420 487.200000 114.05058038379687 22.55701351245269 1
 gdong 1559210346 水煮鱼 342 523.260000 113.99712250048196 22.53366474417997 1
 gulei 1559210350 面条 264 290.400000 114.00369452184660 22.53134083352337 5
 shenwei 1559210427 豆浆 227 70.370000 114.00199130737008 22.53178778903928 3
 juncao 1559210503 无糖可乐 239 0.000000 114.00345623715880 22.53200717144230 3
 lfan 1559210766 水煮鱼 348 532.440000 114.04926699562075 22.55787182569298 3
 chaozheng 1559210771 水煮鱼 225 344.250000 114.05027104746789 22.55723219567010 3
 lfan 1559210993 米饭 298 345.680000 114.04602265615351 22.55531621642842 4
 shenwei 1559211105 水煮鱼 483 738.990000 114.00244620844531 22.53605808031570 3
 taodai 1559211385 拍黄瓜 199 39.800000 114.00201921528387 22.53094705654985 5
 gdong 1559211498 水煮鱼 215 328.950000 114.00109543301775 22.53247621944880 4
 taodai 1559211836 米饭 276 320.160000 114.00357788953934 22.53307182817083 5
 taodai 1559212326 红烧猪蹄 337 815.540000 114.05106742709300 22.55943843274407 3
 gulei 1559212685 红烧猪蹄 296 716.320000 113.95088132088250 22.57752739312165 3
 chaozheng 1559212827 红烧猪蹄 220 532.400000 113.99463552600122 22.53324010568825 4
 chaozheng 1559213373 米饭 254 294.640000 114.06460120294821 22.51370765472802 4
 chaozheng 1559213673 牛奶 261 140.940000 114.05013629679635 22.55831915541993 3
 gdong 1559213748 梅菜扣肉 257 1213.040000 114.00505624067735 22.53220350496479 3
